1.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+01,1.250000000000000000e+02,6.250000000000000000e+02,3.125000000000000000e+03,1.562500000000000000e+04,7.812500000000000000e+04,3.906250000000000000e+05,1.953125000000000000e+06,9.765625000000000000e+06,4.882812500000000000e+07,2.441406250000000000e+08,1.220703125000000000e+09,6.103515625000000000e+09,3.051757812500000000e+10,1.525878906250000000e+11,7.629394531250000000e+11,3.814697265625000000e+12,1.907348632812500000e+13,9.536743164062500000e+13,4.768371582031250000e+14
5.565000000000000000e+03,5.453000000000000000e+03,4.401000000000000000e+03,3.499000000000000000e+03,8.828000000000000000e+03,2.738000000000000000e+03,2.790000000000000000e+03,2.189000000000000000e+03,1.397000000000000000e+03,6.710000000000000000e+02,1.080000000000000000e+03,3.854000000000000000e+03,8.734000000000000000e+03,7.948000000000000000e+03,8.764000000000000000e+03,5.643000000000000000e+03,8.982000000000000000e+03,6.223000000000000000e+03,1.589000000000000000e+03,4.376000000000000000e+03,3.500000000000000000e+03,7.042000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.042000000000000000e+03,5.565000000000000000e+03,5.453000000000000000e+03,4.401000000000000000e+03,3.499000000000000000e+03,8.828000000000000000e+03,2.738000000000000000e+03,2.790000000000000000e+03,2.189000000000000000e+03,1.397000000000000000e+03,6.710000000000000000e+02,1.080000000000000000e+03,3.854000000000000000e+03,8.734000000000000000e+03,7.948000000000000000e+03,8.764000000000000000e+03,5.643000000000000000e+03,8.982000000000000000e+03,6.223000000000000000e+03,1.589000000000000000e+03,4.376000000000000000e+03,3.500000000000000000e+03
1.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+01,1.250000000000000000e+02,6.250000000000000000e+02,3.125000000000000000e+03,1.562500000000000000e+04,7.812500000000000000e+04,3.906250000000000000e+05,1.953125000000000000e+06,9.765625000000000000e+06,4.882812500000000000e+07,2.441406250000000000e+08,1.220703125000000000e+09,6.103515625000000000e+09,3.051757812500000000e+10,1.525878906250000000e+11,7.629394531250000000e+11,3.814697265625000000e+12,1.907348632812500000e+13,9.536743164062500000e+13,4.768371582031250000e+14
3.500000000000000000e+03,7.042000000000000000e+03,5.565000000000000000e+03,5.453000000000000000e+03,4.401000000000000000e+03,3.499000000000000000e+03,8.828000000000000000e+03,2.738000000000000000e+03,2.790000000000000000e+03,2.189000000000000000e+03,1.397000000000000000e+03,6.710000000000000000e+02,1.080000000000000000e+03,3.854000000000000000e+03,8.734000000000000000e+03,7.948000000000000000e+03,8.764000000000000000e+03,5.643000000000000000e+03,8.982000000000000000e+03,6.223000000000000000e+03,1.589000000000000000e+03,4.376000000000000000e+03
1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,1.600000000000000000e+01,3.200000000000000000e+01,6.400000000000000000e+01,1.280000000000000000e+02,2.560000000000000000e+02,5.120000000000000000e+02,1.024000000000000000e+03,2.048000000000000000e+03,4.096000000000000000e+03,8.192000000000000000e+03,1.638400000000000000e+04,3.276800000000000000e+04,6.553600000000000000e+04,1.310720000000000000e+05,2.621440000000000000e+05,5.242880000000000000e+05,1.048576000000000000e+06,2.097152000000000000e+06
4.376000000000000000e+03,3.500000000000000000e+03,7.042000000000000000e+03,5.565000000000000000e+03,5.453000000000000000e+03,4.401000000000000000e+03,3.499000000000000000e+03,8.828000000000000000e+03,2.738000000000000000e+03,2.790000000000000000e+03,2.189000000000000000e+03,1.397000000000000000e+03,6.710000000000000000e+02,1.080000000000000000e+03,3.854000000000000000e+03,8.734000000000000000e+03,7.948000000000000000e+03,8.764000000000000000e+03,5.643000000000000000e+03,8.982000000000000000e+03,6.223000000000000000e+03,1.589000000000000000e+03
1.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+01,1.250000000000000000e+02,6.250000000000000000e+02,3.125000000000000000e+03,1.562500000000000000e+04,7.812500000000000000e+04,3.906250000000000000e+05,1.953125000000000000e+06,9.765625000000000000e+06,4.882812500000000000e+07,2.441406250000000000e+08,1.220703125000000000e+09,6.103515625000000000e+09,3.051757812500000000e+10,1.525878906250000000e+11,7.629394531250000000e+11,3.814697265625000000e+12,1.907348632812500000e+13,9.536743164062500000e+13,4.768371582031250000e+14
1.589000000000000000e+03,4.376000000000000000e+03,3.500000000000000000e+03,7.042000000000000000e+03,5.565000000000000000e+03,5.453000000000000000e+03,4.401000000000000000e+03,3.499000000000000000e+03,8.828000000000000000e+03,2.738000000000000000e+03,2.790000000000000000e+03,2.189000000000000000e+03,1.397000000000000000e+03,6.710000000000000000e+02,1.080000000000000000e+03,3.854000000000000000e+03,8.734000000000000000e+03,7.948000000000000000e+03,8.764000000000000000e+03,5.643000000000000000e+03,8.982000000000000000e+03,6.223000000000000000e+03
